qid,topic,difficulty,model,method,answer_type,original_tokens,used_tokens,cosine_similarity
Binary_Search_Tree-e-018,binary_search_tree,SPECTER,truncation,short_answer,13,13,0.9472,
Binary_Search_Tree-e-018,binary_search_tree,SPECTER,truncation,long_answer,222,222,0.8543,
Binary_Search_Tree-e-019,binary_search_tree,SPECTER,truncation,short_answer,10,10,0.93,
Binary_Search_Tree-e-019,binary_search_tree,SPECTER,truncation,long_answer,201,201,0.9396,
Binary_Search_Tree-e-020,binary_search_tree,SPECTER,truncation,short_answer,12,12,0.7994,
Binary_Search_Tree-e-020,binary_search_tree,SPECTER,truncation,long_answer,204,204,0.8387,
Dynamic_Programming-e-001,dynamic_programming,SPECTER,truncation,short_answer,10,10,0.9446,
Dynamic_Programming-e-001,dynamic_programming,SPECTER,truncation,long_answer,217,217,0.9486,
Dynamic_Programming-e-002,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.899,
Dynamic_Programming-e-002,dynamic_programming,SPECTER,truncation,long_answer,187,187,0.8917,
Dynamic_Programming-e-003,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.8948,
Dynamic_Programming-e-003,dynamic_programming,SPECTER,truncation,long_answer,177,177,0.8789,
Dynamic_Programming-e-004,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.8896,
Dynamic_Programming-e-004,dynamic_programming,SPECTER,truncation,long_answer,158,158,0.8835,
Dynamic_Programming-e-009,dynamic_programming,SPECTER,truncation,short_answer,8,8,0.9141,
Dynamic_Programming-e-009,dynamic_programming,SPECTER,truncation,long_answer,179,179,0.9283,
Dynamic_Programming-e-010,dynamic_programming,SPECTER,truncation,short_answer,8,8,0.8924,
Dynamic_Programming-e-010,dynamic_programming,SPECTER,truncation,long_answer,137,137,0.8783,
Dynamic_Programming-e-011,dynamic_programming,SPECTER,truncation,short_answer,11,11,0.9598,
Dynamic_Programming-e-011,dynamic_programming,SPECTER,truncation,long_answer,146,146,0.8941,
Dynamic_Programming-e-012,dynamic_programming,SPECTER,truncation,short_answer,7,7,0.9521,
Dynamic_Programming-e-012,dynamic_programming,SPECTER,truncation,long_answer,122,122,0.8914,
Dynamic_Programming-e-013,dynamic_programming,SPECTER,truncation,short_answer,11,11,0.915,
Dynamic_Programming-e-013,dynamic_programming,SPECTER,truncation,long_answer,181,181,0.8841,
Dynamic_Programming-e-014,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.8501,
Dynamic_Programming-e-014,dynamic_programming,SPECTER,truncation,long_answer,147,147,0.8729,
Dynamic_Programming-e-015,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.8945,
Dynamic_Programming-e-015,dynamic_programming,SPECTER,truncation,long_answer,136,136,0.9202,
Dynamic_Programming-e-016,dynamic_programming,SPECTER,truncation,short_answer,11,11,0.9335,
Dynamic_Programming-e-016,dynamic_programming,SPECTER,truncation,long_answer,131,131,0.852,
Dynamic_Programming-e-017,dynamic_programming,SPECTER,truncation,short_answer,13,13,0.9283,
Dynamic_Programming-e-017,dynamic_programming,SPECTER,truncation,long_answer,192,192,0.8769,
Dynamic_Programming-e-018,dynamic_programming,SPECTER,truncation,short_answer,10,10,0.9305,
Dynamic_Programming-e-018,dynamic_programming,SPECTER,truncation,long_answer,175,175,0.8738,
Dynamic_Programming-e-019,dynamic_programming,SPECTER,truncation,short_answer,11,11,0.8272,
Dynamic_Programming-e-019,dynamic_programming,SPECTER,truncation,long_answer,141,141,0.8998,
Dynamic_Programming-e-020,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.9449,
Dynamic_Programming-e-020,dynamic_programming,SPECTER,truncation,long_answer,160,160,0.8892,
Dynamic_Programming-e-001,dynamic_programming,SPECTER,truncation,short_answer,10,10,0.9446,
Dynamic_Programming-e-001,dynamic_programming,SPECTER,truncation,long_answer,217,217,0.9486,
Dynamic_Programming-e-002,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.899,
Dynamic_Programming-e-002,dynamic_programming,SPECTER,truncation,long_answer,187,187,0.8917,
Dynamic_Programming-e-003,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.8948,
Dynamic_Programming-e-003,dynamic_programming,SPECTER,truncation,long_answer,177,177,0.8789,
Dynamic_Programming-e-004,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.8896,
Dynamic_Programming-e-004,dynamic_programming,SPECTER,truncation,long_answer,158,158,0.8835,
Dynamic_Programming-e-009,dynamic_programming,SPECTER,truncation,short_answer,8,8,0.9141,
Dynamic_Programming-e-009,dynamic_programming,SPECTER,truncation,long_answer,179,179,0.9283,
Dynamic_Programming-e-010,dynamic_programming,SPECTER,truncation,short_answer,8,8,0.8924,
Dynamic_Programming-e-010,dynamic_programming,SPECTER,truncation,long_answer,137,137,0.8783,
Dynamic_Programming-e-011,dynamic_programming,SPECTER,truncation,short_answer,11,11,0.9598,
Dynamic_Programming-e-011,dynamic_programming,SPECTER,truncation,long_answer,146,146,0.8941,
Dynamic_Programming-e-012,dynamic_programming,SPECTER,truncation,short_answer,7,7,0.9521,
Dynamic_Programming-e-012,dynamic_programming,SPECTER,truncation,long_answer,122,122,0.8914,
Dynamic_Programming-e-013,dynamic_programming,SPECTER,truncation,short_answer,11,11,0.915,
Dynamic_Programming-e-013,dynamic_programming,SPECTER,truncation,long_answer,181,181,0.8841,
Dynamic_Programming-e-014,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.8501,
Dynamic_Programming-e-014,dynamic_programming,SPECTER,truncation,long_answer,147,147,0.8729,
Dynamic_Programming-e-015,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.8945,
Dynamic_Programming-e-015,dynamic_programming,SPECTER,truncation,long_answer,136,136,0.9202,
Dynamic_Programming-e-016,dynamic_programming,SPECTER,truncation,short_answer,11,11,0.9335,
Dynamic_Programming-e-016,dynamic_programming,SPECTER,truncation,long_answer,131,131,0.852,
Dynamic_Programming-e-017,dynamic_programming,SPECTER,truncation,short_answer,13,13,0.9283,
Dynamic_Programming-e-017,dynamic_programming,SPECTER,truncation,long_answer,192,192,0.8769,
Dynamic_Programming-e-018,dynamic_programming,SPECTER,truncation,short_answer,10,10,0.9305,
Dynamic_Programming-e-018,dynamic_programming,SPECTER,truncation,long_answer,175,175,0.8738,
Dynamic_Programming-e-019,dynamic_programming,SPECTER,truncation,short_answer,11,11,0.8272,
Dynamic_Programming-e-019,dynamic_programming,SPECTER,truncation,long_answer,141,141,0.8998,
Dynamic_Programming-e-020,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.9449,
Dynamic_Programming-e-020,dynamic_programming,SPECTER,truncation,long_answer,160,160,0.8892,
Dynamic_Programming-e-001,dynamic_programming,SPECTER,truncation,short_answer,10,10,0.9446,
Dynamic_Programming-e-001,dynamic_programming,SPECTER,truncation,long_answer,217,217,0.9486,
Dynamic_Programming-e-002,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.899,
Dynamic_Programming-e-002,dynamic_programming,SPECTER,truncation,long_answer,187,187,0.8917,
Dynamic_Programming-e-003,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.8948,
Dynamic_Programming-e-003,dynamic_programming,SPECTER,truncation,long_answer,177,177,0.8789,
Dynamic_Programming-e-004,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.8896,
Dynamic_Programming-e-004,dynamic_programming,SPECTER,truncation,long_answer,158,158,0.8835,
Dynamic_Programming-e-009,dynamic_programming,SPECTER,truncation,short_answer,8,8,0.9141,
Dynamic_Programming-e-009,dynamic_programming,SPECTER,truncation,long_answer,179,179,0.9283,
Dynamic_Programming-e-010,dynamic_programming,SPECTER,truncation,short_answer,8,8,0.8924,
Dynamic_Programming-e-010,dynamic_programming,SPECTER,truncation,long_answer,137,137,0.8783,
Dynamic_Programming-e-011,dynamic_programming,SPECTER,truncation,short_answer,11,11,0.9598,
Dynamic_Programming-e-011,dynamic_programming,SPECTER,truncation,long_answer,146,146,0.8941,
Dynamic_Programming-e-012,dynamic_programming,SPECTER,truncation,short_answer,7,7,0.9521,
Dynamic_Programming-e-012,dynamic_programming,SPECTER,truncation,long_answer,122,122,0.8914,
Dynamic_Programming-e-013,dynamic_programming,SPECTER,truncation,short_answer,11,11,0.915,
Dynamic_Programming-e-013,dynamic_programming,SPECTER,truncation,long_answer,181,181,0.8841,
Dynamic_Programming-e-014,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.8501,
Dynamic_Programming-e-014,dynamic_programming,SPECTER,truncation,long_answer,147,147,0.8729,
Dynamic_Programming-e-015,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.8945,
Dynamic_Programming-e-015,dynamic_programming,SPECTER,truncation,long_answer,136,136,0.9202,
Dynamic_Programming-e-016,dynamic_programming,SPECTER,truncation,short_answer,11,11,0.9335,
Dynamic_Programming-e-016,dynamic_programming,SPECTER,truncation,long_answer,131,131,0.852,
Dynamic_Programming-e-017,dynamic_programming,SPECTER,truncation,short_answer,13,13,0.9283,
Dynamic_Programming-e-017,dynamic_programming,SPECTER,truncation,long_answer,192,192,0.8769,
Dynamic_Programming-e-018,dynamic_programming,SPECTER,truncation,short_answer,10,10,0.9305,
Dynamic_Programming-e-018,dynamic_programming,SPECTER,truncation,long_answer,175,175,0.8738,
Dynamic_Programming-e-019,dynamic_programming,SPECTER,truncation,short_answer,11,11,0.8272,
Dynamic_Programming-e-019,dynamic_programming,SPECTER,truncation,long_answer,141,141,0.8998,
Dynamic_Programming-e-020,dynamic_programming,SPECTER,truncation,short_answer,9,9,0.9449,
Dynamic_Programming-e-020,dynamic_programming,SPECTER,truncation,long_answer,160,160,0.8892,
Graphs-e-001,graphs,SPECTER,truncation,short_answer,8,8,0.966,
Graphs-e-001,graphs,SPECTER,truncation,long_answer,230,230,0.9522,
Graphs-e-002,graphs,SPECTER,truncation,short_answer,9,9,0.9652,
Graphs-e-002,graphs,SPECTER,truncation,long_answer,213,213,0.8991,
Graphs-e-003,graphs,SPECTER,truncation,short_answer,9,9,0.9196,
Graphs-e-003,graphs,SPECTER,truncation,long_answer,176,176,0.8582,
Graphs-e-004,graphs,SPECTER,truncation,short_answer,5,5,0.926,
Graphs-e-004,graphs,SPECTER,truncation,long_answer,167,167,0.8855,
Graphs-e-005,graphs,SPECTER,truncation,short_answer,6,6,0.9116,
Graphs-e-005,graphs,SPECTER,truncation,long_answer,195,195,0.8716,
Graphs-e-006,graphs,SPECTER,truncation,short_answer,7,7,0.9707,
Graphs-e-006,graphs,SPECTER,truncation,long_answer,151,151,0.9247,
Graphs-e-007,graphs,SPECTER,truncation,short_answer,8,8,0.945,
Graphs-e-007,graphs,SPECTER,truncation,long_answer,157,157,0.9162,
Graphs-e-008,graphs,SPECTER,truncation,short_answer,8,8,0.9715,
Graphs-e-008,graphs,SPECTER,truncation,long_answer,160,160,0.8994,
Graphs-e-009,graphs,SPECTER,truncation,short_answer,9,9,0.9565,
Graphs-e-009,graphs,SPECTER,truncation,long_answer,160,160,0.8592,
Graphs-e-010,graphs,SPECTER,truncation,short_answer,7,7,0.969,
Graphs-e-010,graphs,SPECTER,truncation,long_answer,147,147,0.8799,
Graphs-e-011,graphs,SPECTER,truncation,short_answer,8,8,0.9669,
Graphs-e-011,graphs,SPECTER,truncation,long_answer,134,134,0.9145,
Graphs-e-012,graphs,SPECTER,truncation,short_answer,7,7,0.9638,
Graphs-e-012,graphs,SPECTER,truncation,long_answer,123,123,0.9031,
Graphs-e-013,graphs,SPECTER,truncation,short_answer,6,6,0.8866,
Graphs-e-013,graphs,SPECTER,truncation,long_answer,164,164,0.903,
Graphs-e-014,graphs,SPECTER,truncation,short_answer,8,8,0.8739,
Graphs-e-014,graphs,SPECTER,truncation,long_answer,122,122,0.9065,
Graphs-e-015,graphs,SPECTER,truncation,short_answer,6,6,0.8554,
Graphs-e-015,graphs,SPECTER,truncation,long_answer,130,130,0.9158,
Graphs-e-016,graphs,SPECTER,truncation,short_answer,7,7,0.9561,
Graphs-e-016,graphs,SPECTER,truncation,long_answer,114,114,0.8707,
Graphs-e-017,graphs,SPECTER,truncation,short_answer,8,8,0.9731,
Graphs-e-017,graphs,SPECTER,truncation,long_answer,120,120,0.8764,
Graphs-e-018,graphs,SPECTER,truncation,short_answer,6,6,0.8647,
Graphs-e-018,graphs,SPECTER,truncation,long_answer,111,111,0.924,
Graphs-e-019,graphs,SPECTER,truncation,short_answer,8,8,0.8937,
Graphs-e-019,graphs,SPECTER,truncation,long_answer,99,99,0.9,
Graphs-e-020,graphs,SPECTER,truncation,short_answer,8,8,0.9801,
Graphs-e-020,graphs,SPECTER,truncation,long_answer,100,100,0.8977,
Graphs-e-001,graphs,SPECTER,truncation,short_answer,8,8,0.966,
Graphs-e-001,graphs,SPECTER,truncation,long_answer,230,230,0.9522,
Graphs-e-002,graphs,SPECTER,truncation,short_answer,9,9,0.9652,
Graphs-e-002,graphs,SPECTER,truncation,long_answer,213,213,0.8991,
Graphs-e-003,graphs,SPECTER,truncation,short_answer,9,9,0.9196,
Graphs-e-003,graphs,SPECTER,truncation,long_answer,176,176,0.8582,
Graphs-e-004,graphs,SPECTER,truncation,short_answer,5,5,0.926,
Graphs-e-004,graphs,SPECTER,truncation,long_answer,167,167,0.8855,
Graphs-e-005,graphs,SPECTER,truncation,short_answer,6,6,0.9116,
Graphs-e-005,graphs,SPECTER,truncation,long_answer,195,195,0.8716,
Graphs-e-006,graphs,SPECTER,truncation,short_answer,7,7,0.9707,
Graphs-e-006,graphs,SPECTER,truncation,long_answer,151,151,0.9247,
Graphs-e-007,graphs,SPECTER,truncation,short_answer,8,8,0.945,
Graphs-e-007,graphs,SPECTER,truncation,long_answer,157,157,0.9162,
Graphs-e-008,graphs,SPECTER,truncation,short_answer,8,8,0.9715,
Graphs-e-008,graphs,SPECTER,truncation,long_answer,160,160,0.8994,
Graphs-e-009,graphs,SPECTER,truncation,short_answer,9,9,0.9565,
Graphs-e-009,graphs,SPECTER,truncation,long_answer,160,160,0.8592,
Graphs-e-010,graphs,SPECTER,truncation,short_answer,7,7,0.969,
Graphs-e-010,graphs,SPECTER,truncation,long_answer,147,147,0.8799,
Graphs-e-011,graphs,SPECTER,truncation,short_answer,8,8,0.9669,
Graphs-e-011,graphs,SPECTER,truncation,long_answer,134,134,0.9145,
Graphs-e-012,graphs,SPECTER,truncation,short_answer,7,7,0.9638,
Graphs-e-012,graphs,SPECTER,truncation,long_answer,123,123,0.9031,
Graphs-e-013,graphs,SPECTER,truncation,short_answer,6,6,0.8866,
Graphs-e-013,graphs,SPECTER,truncation,long_answer,164,164,0.903,
Graphs-e-014,graphs,SPECTER,truncation,short_answer,8,8,0.8739,
Graphs-e-014,graphs,SPECTER,truncation,long_answer,122,122,0.9065,
Graphs-e-015,graphs,SPECTER,truncation,short_answer,6,6,0.8554,
Graphs-e-015,graphs,SPECTER,truncation,long_answer,130,130,0.9158,
Graphs-e-016,graphs,SPECTER,truncation,short_answer,7,7,0.9561,
Graphs-e-016,graphs,SPECTER,truncation,long_answer,114,114,0.8707,
Graphs-e-017,graphs,SPECTER,truncation,short_answer,8,8,0.9731,
Graphs-e-017,graphs,SPECTER,truncation,long_answer,120,120,0.8764,
Graphs-e-018,graphs,SPECTER,truncation,short_answer,6,6,0.8647,
Graphs-e-018,graphs,SPECTER,truncation,long_answer,111,111,0.924,
Graphs-e-019,graphs,SPECTER,truncation,short_answer,8,8,0.8937,
Graphs-e-019,graphs,SPECTER,truncation,long_answer,99,99,0.9,
Graphs-e-020,graphs,SPECTER,truncation,short_answer,8,8,0.9801,
Graphs-e-020,graphs,SPECTER,truncation,long_answer,100,100,0.8977,
Graphs-e-001,graphs,SPECTER,truncation,short_answer,8,8,0.966,
Graphs-e-001,graphs,SPECTER,truncation,long_answer,230,230,0.9522,
Graphs-e-002,graphs,SPECTER,truncation,short_answer,9,9,0.9652,
Graphs-e-002,graphs,SPECTER,truncation,long_answer,213,213,0.8991,
Graphs-e-003,graphs,SPECTER,truncation,short_answer,9,9,0.9196,
Graphs-e-003,graphs,SPECTER,truncation,long_answer,176,176,0.8582,
Graphs-e-004,graphs,SPECTER,truncation,short_answer,5,5,0.926,
Graphs-e-004,graphs,SPECTER,truncation,long_answer,167,167,0.8855,
Graphs-e-005,graphs,SPECTER,truncation,short_answer,6,6,0.9116,
Graphs-e-005,graphs,SPECTER,truncation,long_answer,195,195,0.8716,
Graphs-e-006,graphs,SPECTER,truncation,short_answer,7,7,0.9707,
Graphs-e-006,graphs,SPECTER,truncation,long_answer,151,151,0.9247,
Graphs-e-007,graphs,SPECTER,truncation,short_answer,8,8,0.945,
Graphs-e-007,graphs,SPECTER,truncation,long_answer,157,157,0.9162,
Graphs-e-008,graphs,SPECTER,truncation,short_answer,8,8,0.9715,
Graphs-e-008,graphs,SPECTER,truncation,long_answer,160,160,0.8994,
Graphs-e-009,graphs,SPECTER,truncation,short_answer,9,9,0.9565,
Graphs-e-009,graphs,SPECTER,truncation,long_answer,160,160,0.8592,
Graphs-e-010,graphs,SPECTER,truncation,short_answer,7,7,0.969,
Graphs-e-010,graphs,SPECTER,truncation,long_answer,147,147,0.8799,
Graphs-e-011,graphs,SPECTER,truncation,short_answer,8,8,0.9669,
Graphs-e-011,graphs,SPECTER,truncation,long_answer,134,134,0.9145,
Graphs-e-012,graphs,SPECTER,truncation,short_answer,7,7,0.9638,
Graphs-e-012,graphs,SPECTER,truncation,long_answer,123,123,0.9031,
Graphs-e-013,graphs,SPECTER,truncation,short_answer,6,6,0.8866,
Graphs-e-013,graphs,SPECTER,truncation,long_answer,164,164,0.903,
Graphs-e-014,graphs,SPECTER,truncation,short_answer,8,8,0.8739,
Graphs-e-014,graphs,SPECTER,truncation,long_answer,122,122,0.9065,
Graphs-e-015,graphs,SPECTER,truncation,short_answer,6,6,0.8554,
Graphs-e-015,graphs,SPECTER,truncation,long_answer,130,130,0.9158,
Graphs-e-016,graphs,SPECTER,truncation,short_answer,7,7,0.9561,
Graphs-e-016,graphs,SPECTER,truncation,long_answer,114,114,0.8707,
Graphs-e-017,graphs,SPECTER,truncation,short_answer,8,8,0.9731,
Graphs-e-017,graphs,SPECTER,truncation,long_answer,120,120,0.8764,
Graphs-e-018,graphs,SPECTER,truncation,short_answer,6,6,0.8647,
Graphs-e-018,graphs,SPECTER,truncation,long_answer,111,111,0.924,
Graphs-e-019,graphs,SPECTER,truncation,short_answer,8,8,0.8937,
Graphs-e-019,graphs,SPECTER,truncation,long_answer,99,99,0.9,
Graphs-e-020,graphs,SPECTER,truncation,short_answer,8,8,0.9801,
Graphs-e-020,graphs,SPECTER,truncation,long_answer,100,100,0.8977,
greedy_algorithm-e-001,greedy_algorithm,SPECTER,truncation,short_answer,9,9,0.9609,
greedy_algorithm-e-001,greedy_algorithm,SPECTER,truncation,long_answer,219,219,0.9274,
greedy_algorithm-e-002,greedy_algorithm,SPECTER,truncation,short_answer,8,8,0.9231,
greedy_algorithm-e-002,greedy_algorithm,SPECTER,truncation,long_answer,162,162,0.9014,
greedy_algorithm-e-003,greedy_algorithm,SPECTER,truncation,short_answer,8,8,0.9264,
greedy_algorithm-e-003,greedy_algorithm,SPECTER,truncation,long_answer,161,161,0.8937,
greedy_algorithm-e-004,greedy_algorithm,SPECTER,truncation,short_answer,6,6,0.8997,
greedy_algorithm-e-004,greedy_algorithm,SPECTER,truncation,long_answer,138,138,0.9176,
greedy_algorithm-e-005,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.8952,
greedy_algorithm-e-005,greedy_algorithm,SPECTER,truncation,long_answer,153,153,0.8091,
greedy_algorithm-e-006,greedy_algorithm,SPECTER,truncation,short_answer,6,6,0.9056,
greedy_algorithm-e-006,greedy_algorithm,SPECTER,truncation,long_answer,132,132,0.8955,
greedy_algorithm-e-007,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.9504,
greedy_algorithm-e-007,greedy_algorithm,SPECTER,truncation,long_answer,130,130,0.8601,
greedy_algorithm-e-008,greedy_algorithm,SPECTER,truncation,short_answer,9,9,0.8999,
greedy_algorithm-e-008,greedy_algorithm,SPECTER,truncation,long_answer,109,109,0.8895,
greedy_algorithm-e-009,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.8348,
greedy_algorithm-e-009,greedy_algorithm,SPECTER,truncation,long_answer,152,152,0.839,
greedy_algorithm-e-010,greedy_algorithm,SPECTER,truncation,short_answer,9,9,0.8392,
greedy_algorithm-e-010,greedy_algorithm,SPECTER,truncation,long_answer,130,130,0.8778,
greedy_algorithm-e-011,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.8709,
greedy_algorithm-e-011,greedy_algorithm,SPECTER,truncation,long_answer,135,135,0.8896,
greedy_algorithm-e-012,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.8955,
greedy_algorithm-e-012,greedy_algorithm,SPECTER,truncation,long_answer,119,119,0.8474,
greedy_algorithm-e-013,greedy_algorithm,SPECTER,truncation,short_answer,8,8,0.976,
greedy_algorithm-e-013,greedy_algorithm,SPECTER,truncation,long_answer,196,196,0.914,
greedy_algorithm-e-014,greedy_algorithm,SPECTER,truncation,short_answer,8,8,0.8996,
greedy_algorithm-e-014,greedy_algorithm,SPECTER,truncation,long_answer,153,153,0.8931,
greedy_algorithm-e-015,greedy_algorithm,SPECTER,truncation,short_answer,8,8,0.9226,
greedy_algorithm-e-015,greedy_algorithm,SPECTER,truncation,long_answer,148,148,0.8641,
greedy_algorithm-e-016,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.9157,
greedy_algorithm-e-016,greedy_algorithm,SPECTER,truncation,long_answer,146,146,0.8846,
greedy_algorithm-e-017,greedy_algorithm,SPECTER,truncation,short_answer,9,9,0.8552,
greedy_algorithm-e-017,greedy_algorithm,SPECTER,truncation,long_answer,171,171,0.8614,
greedy_algorithm-e-018,greedy_algorithm,SPECTER,truncation,short_answer,10,10,0.8983,
greedy_algorithm-e-018,greedy_algorithm,SPECTER,truncation,long_answer,134,134,0.8722,
greedy_algorithm-e-019,greedy_algorithm,SPECTER,truncation,short_answer,9,9,0.8989,
greedy_algorithm-e-019,greedy_algorithm,SPECTER,truncation,long_answer,140,140,0.8714,
greedy_algorithm-e-020,greedy_algorithm,SPECTER,truncation,short_answer,6,6,0.7835,
greedy_algorithm-e-020,greedy_algorithm,SPECTER,truncation,long_answer,129,129,0.9068,
greedy_algorithm-e-001,greedy_algorithm,SPECTER,truncation,short_answer,9,9,0.9609,
greedy_algorithm-e-001,greedy_algorithm,SPECTER,truncation,long_answer,219,219,0.9274,
greedy_algorithm-e-002,greedy_algorithm,SPECTER,truncation,short_answer,8,8,0.9231,
greedy_algorithm-e-002,greedy_algorithm,SPECTER,truncation,long_answer,162,162,0.9014,
greedy_algorithm-e-003,greedy_algorithm,SPECTER,truncation,short_answer,8,8,0.9264,
greedy_algorithm-e-003,greedy_algorithm,SPECTER,truncation,long_answer,161,161,0.8937,
greedy_algorithm-e-004,greedy_algorithm,SPECTER,truncation,short_answer,6,6,0.8997,
greedy_algorithm-e-004,greedy_algorithm,SPECTER,truncation,long_answer,138,138,0.9176,
greedy_algorithm-e-005,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.8952,
greedy_algorithm-e-005,greedy_algorithm,SPECTER,truncation,long_answer,153,153,0.8091,
greedy_algorithm-e-006,greedy_algorithm,SPECTER,truncation,short_answer,6,6,0.9056,
greedy_algorithm-e-006,greedy_algorithm,SPECTER,truncation,long_answer,132,132,0.8955,
greedy_algorithm-e-007,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.9504,
greedy_algorithm-e-007,greedy_algorithm,SPECTER,truncation,long_answer,130,130,0.8601,
greedy_algorithm-e-008,greedy_algorithm,SPECTER,truncation,short_answer,9,9,0.8999,
greedy_algorithm-e-008,greedy_algorithm,SPECTER,truncation,long_answer,109,109,0.8895,
greedy_algorithm-e-009,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.8348,
greedy_algorithm-e-009,greedy_algorithm,SPECTER,truncation,long_answer,152,152,0.839,
greedy_algorithm-e-010,greedy_algorithm,SPECTER,truncation,short_answer,9,9,0.8392,
greedy_algorithm-e-010,greedy_algorithm,SPECTER,truncation,long_answer,130,130,0.8778,
greedy_algorithm-e-011,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.8709,
greedy_algorithm-e-011,greedy_algorithm,SPECTER,truncation,long_answer,135,135,0.8896,
greedy_algorithm-e-012,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.8955,
greedy_algorithm-e-012,greedy_algorithm,SPECTER,truncation,long_answer,119,119,0.8474,
greedy_algorithm-e-013,greedy_algorithm,SPECTER,truncation,short_answer,8,8,0.976,
greedy_algorithm-e-013,greedy_algorithm,SPECTER,truncation,long_answer,196,196,0.914,
greedy_algorithm-e-014,greedy_algorithm,SPECTER,truncation,short_answer,8,8,0.8996,
greedy_algorithm-e-014,greedy_algorithm,SPECTER,truncation,long_answer,153,153,0.8931,
greedy_algorithm-e-015,greedy_algorithm,SPECTER,truncation,short_answer,8,8,0.9226,
greedy_algorithm-e-015,greedy_algorithm,SPECTER,truncation,long_answer,148,148,0.8641,
greedy_algorithm-e-016,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.9157,
greedy_algorithm-e-016,greedy_algorithm,SPECTER,truncation,long_answer,146,146,0.8846,
greedy_algorithm-e-017,greedy_algorithm,SPECTER,truncation,short_answer,9,9,0.8552,
greedy_algorithm-e-017,greedy_algorithm,SPECTER,truncation,long_answer,171,171,0.8614,
greedy_algorithm-e-018,greedy_algorithm,SPECTER,truncation,short_answer,10,10,0.8983,
greedy_algorithm-e-018,greedy_algorithm,SPECTER,truncation,long_answer,134,134,0.8722,
greedy_algorithm-e-019,greedy_algorithm,SPECTER,truncation,short_answer,9,9,0.8989,
greedy_algorithm-e-019,greedy_algorithm,SPECTER,truncation,long_answer,140,140,0.8714,
greedy_algorithm-e-020,greedy_algorithm,SPECTER,truncation,short_answer,6,6,0.7835,
greedy_algorithm-e-020,greedy_algorithm,SPECTER,truncation,long_answer,129,129,0.9068,
greedy_algorithm-e-001,greedy_algorithm,SPECTER,truncation,short_answer,9,9,0.9609,
greedy_algorithm-e-001,greedy_algorithm,SPECTER,truncation,long_answer,219,219,0.9274,
greedy_algorithm-e-002,greedy_algorithm,SPECTER,truncation,short_answer,8,8,0.9231,
greedy_algorithm-e-002,greedy_algorithm,SPECTER,truncation,long_answer,162,162,0.9014,
greedy_algorithm-e-003,greedy_algorithm,SPECTER,truncation,short_answer,8,8,0.9264,
greedy_algorithm-e-003,greedy_algorithm,SPECTER,truncation,long_answer,161,161,0.8937,
greedy_algorithm-e-004,greedy_algorithm,SPECTER,truncation,short_answer,6,6,0.8997,
greedy_algorithm-e-004,greedy_algorithm,SPECTER,truncation,long_answer,138,138,0.9176,
greedy_algorithm-e-005,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.8952,
greedy_algorithm-e-005,greedy_algorithm,SPECTER,truncation,long_answer,153,153,0.8091,
greedy_algorithm-e-006,greedy_algorithm,SPECTER,truncation,short_answer,6,6,0.9056,
greedy_algorithm-e-006,greedy_algorithm,SPECTER,truncation,long_answer,132,132,0.8955,
greedy_algorithm-e-007,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.9504,
greedy_algorithm-e-007,greedy_algorithm,SPECTER,truncation,long_answer,130,130,0.8601,
greedy_algorithm-e-008,greedy_algorithm,SPECTER,truncation,short_answer,9,9,0.8999,
greedy_algorithm-e-008,greedy_algorithm,SPECTER,truncation,long_answer,109,109,0.8895,
greedy_algorithm-e-009,greedy_algorithm,SPECTER,truncation,short_answer,7,7,0.8348,
greedy_algorithm-e-009,greedy_algorithm,SPECTER,truncation,long_answer,152,152,0.839,
